DATA SOLICITAÇÃO,DATA EXPEDIÇAO,N° TICKET,PROJETO,EQUIPAMENTO,SERIAL,QUAL ESTOQUE?,NF,RESPONSABILIDADE,REPOSIÇÃO ,VALIDADO NO ESTOQUE
17/11/2025,17/11/2025,205115,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC533199P,NTT POLYCOM,GRM391,MARIANA,,
17/11/2025,17/11/2025,205115,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Microfone de Expansão Studio X50/X52/X70/USB,8G24370096C2FR,NTT POLYCOM,GRM391,MARIANA,,
17/11/2025,17/11/2025,205115,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Cabo Extensor para X50/X52/X70/USB,N/A,NTT POLYCOM,GRM391,MARIANA,,
17/11/2025,17/11/2025,205115,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22346CC00BFP,NTT POLYCOM,GRM391,MARIANA,,
17/11/2025,17/11/2025,205105,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Barra Videoconferencia Studio V52 USB,8G242587E7B4G4,NTT POLYCOM,GRM392,MARIANA,,
17/11/2025,17/11/2025,205105,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC533198L,NTT POLYCOM,GRM392,MARIANA,,
17/11/2025,17/11/2025,205105,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Microfone de Expansão Studio X50/X52/X70/USB,8G24370096EEFR,NTT POLYCOM,GRM392,MARIANA,,
17/11/2025,17/11/2025,205105,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Cabo Extensor para X50/X52/X70/USB,N/A,NTT POLYCOM,GRM392,MARIANA,,
17/11/2025,17/11/2025,205105,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L24248FC20FFP,NTT POLYCOM,GRM392,MARIANA,,
17/11/2025,17/11/2025,205106,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E60 Smart 4K Com 12x Zoom Optico,FJ250314BC19FY,NTT POLYCOM,GRM394,MARIANA,,
17/11/2025,17/11/2025,205106,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM394,MARIANA,,
17/11/2025,17/11/2025,205106,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC53424RL,NTT POLYCOM,GRM394,MARIANA,,
17/11/2025,17/11/2025,205106,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22467E9C60FP,NTT POLYCOM,GRM394,MARIANA,,
17/11/2025,17/11/2025,205106,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2232666929248,NTT POLYCOM,GRM394,MARIANA,,
17/11/2025,17/11/2025,205106,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2232666913733,NTT POLYCOM,GRM394,MARIANA,,
17/11/2025,17/11/2025,205106,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671a679d,NTT POLYCOM,GRM394,MARIANA,,
17/11/2025,17/11/2025,205106,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A6C29,NTT POLYCOM,GRM394,MARIANA,,
17/11/2025,17/11/2025,205119,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E60 Smart 4K Com 12x Zoom Optico,FJ250314BCA6FY,NTT POLYCOM,GRM395,MARIANA,,
17/11/2025,17/11/2025,205119,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM395,MARIANA,,
17/11/2025,17/11/2025,205119,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC53424QP,NTT POLYCOM,GRM395,MARIANA,,
17/11/2025,17/11/2025,205119,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22467E9AD4FP,NTT POLYCOM,GRM395,MARIANA,,
17/11/2025,17/11/2025,205119,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2232666913473,NTT POLYCOM,GRM395,MARIANA,,
17/11/2025,17/11/2025,205119,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A678B,NTT POLYCOM,GRM395,MARIANA,,
17/11/2025,17/11/2025,205117,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E60 Smart 4K Com 12x Zoom Optico,FJ250314B9BFFY,NTT POLYCOM,GRM396,MARIANA,,
17/11/2025,17/11/2025,205117,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM396,MARIANA,,
17/11/2025,17/11/2025,205117,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC533198Y,NTT POLYCOM,GRM396,MARIANA,,
17/11/2025,17/11/2025,205117,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22407E6525FP,NTT POLYCOM,GRM396,MARIANA,,
17/11/2025,17/11/2025,205117,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2232666923183,NTT POLYCOM,GRM396,MARIANA,,
17/11/2025,17/11/2025,205117,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A6D01,NTT POLYCOM,GRM396,MARIANA,,
17/11/2025,17/11/2025,205103,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E60 Smart 4K Com 12x Zoom Optico,FJ250314BC5CFY,NTT POLYCOM,GRM397,MARIANA,,
17/11/2025,17/11/2025,205103,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM397,MARIANA,,
17/11/2025,17/11/2025,205103,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC53424QT,NTT POLYCOM,GRM397,MARIANA,,
17/11/2025,17/11/2025,205103,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L24248FCB7EFP,NTT POLYCOM,GRM397,MARIANA,,
17/11/2025,17/11/2025,205103,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2232666913506,NTT POLYCOM,GRM397,MARIANA,,
17/11/2025,17/11/2025,205103,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A6BC0,NTT POLYCOM,GRM397,MARIANA,,
17/11/2025,17/11/2025,205116,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E60 Smart 4K Com 12x Zoom Optico,FJ250314BD28FY,NTT POLYCOM,GRM398,MARIANA,,
17/11/2025,17/11/2025,205116,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM398,MARIANA,,
17/11/2025,17/11/2025,205116,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC533199N,NTT POLYCOM,GRM398,MARIANA,,
17/11/2025,17/11/2025,205116,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L24248FCB03FP,NTT POLYCOM,GRM398,MARIANA,,
17/11/2025,17/11/2025,205116,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2232666913380,NTT POLYCOM,GRM398,MARIANA,,
17/11/2025,17/11/2025,205116,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A6761,NTT POLYCOM,GRM398,MARIANA,,
17/11/2025,17/11/2025,205118,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E60 Smart 4K Com 12x Zoom Optico,FJ250314BB71FY,NTT POLYCOM,GRM399,MARIANA,,
17/11/2025,17/11/2025,205118,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM399,MARIANA,,
17/11/2025,17/11/2025,205118,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC533198S,NTT POLYCOM,GRM399,MARIANA,,
17/11/2025,17/11/2025,205118,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22407E6A3EFP,NTT POLYCOM,GRM399,MARIANA,,
17/11/2025,17/11/2025,205118,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2232666923660,NTT POLYCOM,GRM399,MARIANA,,
17/11/2025,17/11/2025,205118,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A92B1,NTT POLYCOM,GRM399,MARIANA,,
17/11/2025,17/11/2025,205120,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E60 Smart 4K Com 12x Zoom Optico,FJ250314BBB5FY,NTT POLYCOM,GRM400,MARIANA,,
17/11/2025,17/11/2025,205120,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM400,MARIANA,,
17/11/2025,17/11/2025,205120,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC533198J,NTT POLYCOM,GRM400,MARIANA,,
17/11/2025,17/11/2025,205120,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L24248FC5E7FP,NTT POLYCOM,GRM400,MARIANA,,
17/11/2025,17/11/2025,205120,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2231666901202,NTT POLYCOM,GRM400,MARIANA,,
17/11/2025,17/11/2025,205120,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A72FB,NTT POLYCOM,GRM400,MARIANA,,
17/11/2025,17/11/2025,205112,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC53424S4,NTT POLYCOM,GRM401,MARIANA,,
17/11/2025,17/11/2025,205112,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22376CCDDFFP,NTT POLYCOM,GRM401,MARIANA,,
17/11/2025,17/11/2025,205112,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Módulo Poly V72 UVB WW,8G25219D5863G3,NTT POLYCOM,GRM401,MARIANA,,
17/11/2025,17/11/2025,205112,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Cabo de Alimentação IEC Brasil,N/A,NTT POLYCOM,GRM401,MARIANA,,
17/11/2025,17/11/2025,205112,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Microfone de Mesa IP G7500,8G2428827802F3,NTT POLYCOM,GRM401,MARIANA,,
17/11/2025,17/11/2025,205109,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC533198F,NTT POLYCOM,GRM402,MARIANA,,
17/11/2025,17/11/2025,205109,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22376CC983FP,NTT POLYCOM,GRM402,MARIANA,,
17/11/2025,17/11/2025,205109,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Módulo Poly V72 UVB WW,8G25219D58E5G3,NTT POLYCOM,GRM402,MARIANA,,
17/11/2025,17/11/2025,205109,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Cabo de Alimentação IEC Brasil,N/A,NTT POLYCOM,GRM402,MARIANA,,
17/11/2025,17/11/2025,205109,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Microfone de Mesa IP G7500,8G2423826F20F3,NTT POLYCOM,GRM402,MARIANA,,
17/11/2025,17/11/2025,205110,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC53424S6,NTT POLYCOM,GRM403,MARIANA,,
17/11/2025,17/11/2025,205110,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22376CC935FP,NTT POLYCOM,GRM403,MARIANA,,
17/11/2025,17/11/2025,205110,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Módulo Poly V72 UVB WW,8G252197F2B9G3,NTT POLYCOM,GRM403,MARIANA,,
17/11/2025,17/11/2025,205110,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Cabo de Alimentação IEC Brasil,N/A,NTT POLYCOM,GRM403,MARIANA,,
17/11/2025,17/11/2025,205110,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Microfone de Mesa IP G7500,8G2415826703F3,NTT POLYCOM,GRM403,MARIANA,,
17/11/2025,17/11/2025,205108,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC533198K,NTT POLYCOM,GRM404,MARIANA,,
17/11/2025,17/11/2025,205108,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22346CBFA5FP,NTT POLYCOM,GRM404,MARIANA,,
17/11/2025,17/11/2025,205108,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Módulo Poly V72 UVB WW,8G252197F403G3,NTT POLYCOM,GRM404,MARIANA,,
17/11/2025,17/11/2025,205108,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Cabo de Alimentação IEC Brasil,N/A,NTT POLYCOM,GRM404,MARIANA,,
17/11/2025,17/11/2025,205108,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Microfone de Mesa IP G7500,8G2423826F67F3,NTT POLYCOM,GRM404,MARIANA,,
17/11/2025,17/11/2025,204950,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP27021037,9200 TRAG,GRM408,MARIANA,,VALIDADO 
17/11/2025,19/11/2025,204935,NTT_SUSTENTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A MANUTENÇÃO,TSP27022126,9200 MANUTENÇÃO,33144,NATHALYA,,VALIDADO 
18/11/2025,19/11/2025,205130,NTT_IMPLANTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A,TSP26490813,9200 9K,33150,MARIANA,,VALIDADO 
17/11/2025,21/11/2025,204933,NTT_SUSTENTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A MANUTENÇÃO,TSP27030069,9200 MANUTENÇÃO,33157,NATHALYA,,VALIDADO 
17/11/2025,21/11/2025,205107,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E70 Smart 4K,8G2421740832FH,NTT POLYCOM,GRM393,MARIANA,,
17/11/2025,21/11/2025,205107,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC53424RB,NTT POLYCOM,GRM393,MARIANA,,
17/11/2025,21/11/2025,205107,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L22407E6579FP,NTT POLYCOM,GRM393,MARIANA,,
17/11/2025,21/11/2025,205107,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2235666907798,NTT POLYCOM,GRM393,MARIANA,,
17/11/2025,21/11/2025,205107,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A6C98,NTT POLYCOM,GRM393,MARIANA,,
17/11/2025,21/11/2025,205107,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2232666922733,NTT POLYCOM,GRM393,MARIANA,,
17/11/2025,21/11/2025,205107,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A6D07,NTT POLYCOM,GRM393,MARIANA,,
17/11/2025,21/11/2025,205107,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM393,MARIANA,,
21/11/2025,24/11/2025,205327,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Extensor 3.0 de 15 metros,N/A,NTT POLYCOM,33173,MARIANA,,
21/11/2025,24/11/2025,205327,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,"cabo micro usb - 1,8  mts (Padrão)",N/A,NTT POLYCOM,33173,MARIANA,,
21/11/2025,24/11/2025,205327,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Cabo HDMI (M) - HDMI (M) de 10m fibra,N/A,NTT POLYCOM,33173,MARIANA,,
21/11/2025,24/11/2025,205326,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Extensor 2.0 de 15 metros,N/A,NTT POLYCOM,33172,MARIANA,,
21/11/2025,24/11/2025,205326,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,"cabo micro usb - 1,8  mts (Padrão)",N/A,NTT POLYCOM,33172,MARIANA,,
21/11/2025,24/11/2025,205326,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Cabo HDMI (M) - HDMI (M) de 10m fibra,N/A,NTT POLYCOM,33172,MARIANA,,
21/11/2025,24/11/2025,205324,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Extensor 3.0 de 15 metros,N/A,NTT POLYCOM,33171,MARIANA,,
21/11/2025,24/11/2025,205324,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,"cabo micro usb - 1,8  mts (Padrão)",N/A,NTT POLYCOM,33171,MARIANA,,
21/11/2025,24/11/2025,205324,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Cabo HDMI (M) - HDMI (M) de 10m fibra,N/A,NTT POLYCOM,33171,MARIANA,,
21/11/2025,24/11/2025,205323,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Extensor 3.0 de 15 metros,N/A,NTT POLYCOM,33170,MARIANA,,
21/11/2025,24/11/2025,205323,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,"cabo micro usb - 1,8  mts (Padrão)",N/A,NTT POLYCOM,33170,MARIANA,,
21/11/2025,24/11/2025,205323,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Cabo HDMI (M) - HDMI (M) de 10m fibra,N/A,NTT POLYCOM,33170,MARIANA,,
21/11/2025,24/11/2025,205322,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Extensor 3.0 de 15 metros,N/A,NTT POLYCOM,33168,MARIANA,,
21/11/2025,24/11/2025,205322,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,"cabo micro usb - 1,8  mts (Padrão)",N/A,NTT POLYCOM,33168,MARIANA,,
21/11/2025,24/11/2025,205322,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Cabo HDMI (M) - HDMI (M) de 10m fibra,N/A,NTT POLYCOM,33168,MARIANA,,
21/11/2025,24/11/2025,205321,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Extensor 3.0 de 15 metros,N/A,NTT POLYCOM,33167,MARIANA,,
21/11/2025,24/11/2025,205321,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,"cabo micro usb - 1,8  mts (Padrão)",N/A,NTT POLYCOM,33167,MARIANA,,
21/11/2025,24/11/2025,205321,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Cabo HDMI (M) - HDMI (M) de 10m fibra,N/A,NTT POLYCOM,33167,MARIANA,,
21/11/2025,24/11/2025,205319,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Extensor 2.0 de 15 metros,N/A,NTT POLYCOM,33166,MARIANA,,
21/11/2025,24/11/2025,205319,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,"cabo micro usb - 1,8  mts (Padrão)",N/A,NTT POLYCOM,33166,MARIANA,,
21/11/2025,24/11/2025,205319,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Cabo HDMI (M) - HDMI (M) de 10m fibra,N/A,NTT POLYCOM,33166,MARIANA,,
21/11/2025,24/11/2025,205318,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Extensor 2.0 de 15 metros,N/A,NTT POLYCOM,33165,MARIANA,,
21/11/2025,24/11/2025,205318,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,"cabo micro usb - 1,8  mts (Padrão)",N/A,NTT POLYCOM,33165,MARIANA,,
21/11/2025,24/11/2025,205318,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Cabo HDMI (M) - HDMI (M) de 10m fibra,N/A,NTT POLYCOM,33165,MARIANA,,
21/11/2025,24/11/2025,205317,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Extensor 3.0 de 15 metros,N/A,NTT POLYCOM,33164,MARIANA,,
21/11/2025,24/11/2025,205317,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,"cabo micro usb - 1,8  mts (Padrão)",N/A,NTT POLYCOM,33164,MARIANA,,
21/11/2025,24/11/2025,205317,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Cabo HDMI (M) - HDMI (M) de 10m fibra,N/A,NTT POLYCOM,33164,MARIANA,,
24/11/2025,27/11/2025,205441,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26451031,9200 TRAG,GRM409,THAYNA F.,,VALIDADO
25/11/2025,27/11/2025,205524,NTT_IMPLANTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A,TSP26503353,9200 9K,33185,THAYNA F.,,VALIDADO
28/11/2025,28/11/2025,205688,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E70 Smart 4K,8G2423741199FH,NTT POLYCOM,GRM407,MARIANA,,
28/11/2025,28/11/2025,205688,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC53919J6,NTT POLYCOM,GRM407,MARIANA,,
28/11/2025,28/11/2025,205688,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L241988DA93FP,NTT POLYCOM,GRM407,MARIANA,,
28/11/2025,28/11/2025,205688,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM407,MARIANA,,
28/11/2025,28/11/2025,205688,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,c2232666912766,NTT POLYCOM,GRM407,MARIANA,,
28/11/2025,28/11/2025,205688,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,c2235666908805,NTT POLYCOM,GRM407,MARIANA,,
28/11/2025,28/11/2025,205688,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671a6c77,NTT POLYCOM,GRM407,MARIANA,,
28/11/2025,28/11/2025,205689,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Camera Studio E70 Smart 4K,8G2420740B37FH,NTT POLYCOM,GRM408,MARIANA,,
28/11/2025,28/11/2025,205689,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,Mini PC HP Conf c/MON i713700T 16GB/256,8CC53424RQ,NTT POLYCOM,GRM408,MARIANA,,
28/11/2025,28/11/2025,205689,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Controlador TC10 Touch Branco,8L24238FA271FP,NTT POLYCOM,GRM408,MARIANA,,
28/11/2025,28/11/2025,205689,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Suporte de Montagem EagleEye IV,N/A,NTT POLYCOM,GRM408,MARIANA,,
28/11/2025,28/11/2025,205689,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,C2232666912770,NTT POLYCOM,GRM408,MARIANA,,
28/11/2025,28/11/2025,205689,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Fonte alimentacao CAT5 BR,N/A,NTT POLYCOM,GRM408,MARIANA,,
28/11/2025,28/11/2025,205689,NTT_INSTALAÇÃO DE POLYCOM_BRADESCO - F250453,HP Poly Trio C60 Telefone Conferencia IP POE Teams Certification,4825671A6BC6,NTT POLYCOM,GRM408,MARIANA,,
24/11/2025,1/12/2025,205443,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26501914,9200 TRAG,GRM423,THAYNA,,VALIDADO
01/12/25,03/12/25,205800,NTT_TRAG BRADESCO - F240242,C9200L-24P-4G-A,TSP26470273,9200 TRAG,GRM424,THAYNA,,VALIDADO
02/12/25,03/12/25,205880,NTT_SUSTENTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A MANUTENÇÃO,TSP27022181,9200 MANUTENÇÃO,33196,BEATRIZ,,VALIDADO
08/12/25,08/12/25,206214,NTT_IMPLANTAÇÃO 9000 SW - F221082,C9200L-24P-4G-A,TSP26411252,9200 9K,33210,SHIRLEY,,VALIDADO
08/12/25,09/12/25,206218,NTT_EVOTECH - 9300 E APS - F240242,C9300L-48UXG-4X-A,FVH2828L39M,EVOTECH MANUTENÇÃO,33211,SHIRLEY,,VALIDADO
